raw_text,aspectTerms
Big Wong is a great place to eat and fill your stomach.,"[{'term': 'Big Wong', 'polarity': 'positive'}]"
this place... we stumbled upon it on labor day weekend.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"whoever the jazz duo was, they were on POINT.","[{'term': 'jazz duo', 'polarity': 'positive'}]"
"good music, great food, speedy service affordable prices.","[{'term': 'music', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
even the wine by the glass was good.,"[{'term': 'wine by the glass', 'polarity': 'positive'}]"
"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
Consistently good Japanese Tapas.,"[{'term': 'Japanese Tapas', 'polarity': 'positive'}]"
"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
Always good drinks and service is pretty good;,"[{'term': 'drinks', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
Atmosphere is nice and relaxed too...,"[{'term': 'Atmosphere', 'polarity': 'positive'}]"
A great place to meet up for some food and drinks...  ,"[{'term': 'place', 'polarity': 'positive'}]"
Yakitori (bbq meats) is tasty too.,"[{'term': 'Yakitori (bbq meats)', 'polarity': 'positive'}]"
"It's also attached to Angel's Share, which is a cool, more romantic bar...","[{'term': 'noaspectterm', 'polarity': 'none'}]"
Just moved to the neighborhood and we've been trying all the West Village Sushi restaurants.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.","[{'term': 'fish', 'polarity': 'negative'}, {'term': 'staff', 'polarity': 'negative'}, {'term': 'sushi chef', 'polarity': 'negative'}]"
Price and quality of fish alone will keep us from making a return visit.,"[{'term': 'fish', 'polarity': 'negative'}]"
Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,"[{'term': 'chef', 'polarity': 'negative'}]"
No thanks!!!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"This place, which is only a few months old, is perhaps Queens' biggest secret!","[{'term': 'place', 'polarity': 'positive'}]"
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!","[{'term': 'decor', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'staff', 'polarity': 'positive'}, {'term': 'Rice Avenue', 'polarity': 'positive'}]"
We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,"[{'term': 'waiter', 'polarity': 'negative'}]"
We were then shooed inside.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.","[{'term': 'waiter', 'polarity': 'negative'}]"
"We left, never to return.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.","[{'term': 'food', 'polarity': 'negative'}, {'term': 'wait-staff', 'polarity': 'negative'}, {'term': 'service', 'polarity': 'negative'}, {'term': 'management', 'polarity': 'negative'}]"
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,"[{'term': 'service', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'negative'}]"
If you are in the area try The Bagel Shoppe on 74th street which is 3 blocks away on 2nd Ave.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Great bagels, spreads and a good place to hang out in.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
You fellas above says its the best Taiwanese restaurant in town.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
However it is the ONLY Taiwanese restaurant in town.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The food is okay and the prices here are mediocre.,"[{'term': 'food', 'polarity': 'neutral'}]"
You can't say its cheap because food is cheaper in Chinatown.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"They're are better Taiwanese restaurants and they are located in Flushing, Queens.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
Baluchi's has solid food and a nice decor at reasonable prices.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'decor', 'polarity': 'positive'}, {'term': ""Baluchi's"", 'polarity': 'positive'}]"
The only problem is that the manager is a complete incompetent.,"[{'term': 'manager', 'polarity': 'negative'}]"
He offers subpar service and has no personality.,"[{'term': 'service', 'polarity': 'negative'}]"
"In fact, it appears he is going to go postal at any moment.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
Skip this location and go to the one in Soho.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
There is no excuse for such lousy service!,"[{'term': 'service', 'polarity': 'negative'}]"
I have never before eaten 40 pieces of relatively good nigiri.,"[{'term': 'nigiri', 'polarity': 'neutral'}]"
Stuffing yourself with Japanese food is a rare thing.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
You can do it here.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
$20 for all you can eat sushi cannot be beaten.,"[{'term': 'all you can eat sushi', 'polarity': 'positive'}]"
"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.","[{'term': 'Areo', 'polarity': 'positive'}]"
"The restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Most of the servers are very attentive, friendly and quite attractive.","[{'term': 'servers', 'polarity': 'positive'}]"
"The atmosphere was mostly of an older crowd, but there were a few groups of mid 20's/30 year olds also.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The vibe is very relaxed and cozy, service was great and the food was excellent!","[{'term': 'vibe', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
Me and my girls will definitely go back.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,"[{'term': 'Food', 'polarity': 'positive'}, {'term': 'view of the new york city skiline', 'polarity': 'positive'}]"
I would highly recommand requesting a table by the window.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'positive'}]"
"I've eaten at Pizza Gruppo a few times, but more often I order delivery.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
The food is great.,"[{'term': 'food', 'polarity': 'positive'}]"
Personal pans are the perfect size for those hungry nights.,"[{'term': 'Personal pans', 'polarity': 'positive'}]"
I heartily recommend.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,"[{'term': 'delivery guys', 'polarity': 'negative'}]"
Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.,"[{'term': 'delivery guys', 'polarity': 'negative'}]"
"Hey, I think $2+ for a 5 block walk ain't bad.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.","[{'term': 'scene', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'positive'}, {'term': 'location', 'polarity': 'positive'}]"
The pizza was pretty good and huge.,"[{'term': 'pizza', 'polarity': 'positive'}]"
The price very reasonable.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
We were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.,"[{'term': 'penne a la vodka', 'polarity': 'positive'}]"
We got most of it back at home with us.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol","[{'term': 'pasta penne', 'polarity': 'negative'}]"
"No, really.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
I have eaten a lot of pizza here.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"La Rosa waltzes in, and I think they are doing it the best.","[{'term': 'La Rosa', 'polarity': 'positive'}]"
"Interesting selection, good wines, service fine, fun decor.","[{'term': 'wines', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'decor', 'polarity': 'positive'}, {'term': 'selection', 'polarity': 'positive'}]"
I have been twice to this restaurant.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I love it.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I plan on stopping by next week as well.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"I found it on a cold night, the perfect spot to warm up.","[{'term': 'spot', 'polarity': 'positive'}]"
I recieved prompt service with a smile.,"[{'term': 'service', 'polarity': 'positive'}]"
"To me it exemplifies Soho, cute, artsy, interesting.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
Definately check it out!!!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
This place blew me away...by far my new favorite restaurant on the uppereast side.,"[{'term': 'place', 'polarity': 'positive'}]"
The wine list is extensive and impressive.,"[{'term': 'wine list', 'polarity': 'positive'}]"
LOVE the atmosphere - felt like I was in Paris.,"[{'term': 'atmosphere', 'polarity': 'positive'}]"
The mussels were fantastic and so was the dessert...definitely going to be back very soon.,"[{'term': 'mussels', 'polarity': 'positive'}, {'term': 'dessert', 'polarity': 'positive'}]"
I just read Mocaramel's review and felt compelled to respond.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'staff', 'polarity': 'positive'}]"
"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.","[{'term': 'Vittorio', 'polarity': 'positive'}, {'term': 'crew', 'polarity': 'positive'}]"
"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!","[{'term': 'Dining Garden', 'polarity': 'positive'}, {'term': 'Jazz Bar', 'polarity': 'positive'}, {'term': 'Thin Crust Pizzas', 'polarity': 'positive'}, {'term': 'Lasagna Menu', 'polarity': 'positive'}]"
I lOVE THIS PLACE!,"[{'term': 'PLACE', 'polarity': 'positive'}]"
Keep up the good work guys!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
My girlfiends and I ate at O.G. again last night.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I have to say I have never had a disapointing meal here.,"[{'term': 'meal', 'polarity': 'positive'}]"
We could have made a meal of the yummy dumplings from the dumpling menu.,"[{'term': 'dumplings', 'polarity': 'positive'}]"
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.","[{'term': 'BBQ Salmon', 'polarity': 'positive'}, {'term': 'Sea Bass', 'polarity': 'positive'}, {'term': 'Crispy Duck', 'polarity': 'positive'}]"
We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Love Al Di La,"[{'term': 'Al Di La', 'polarity': 'positive'}]"
I recommend this place to everyone.,"[{'term': 'place', 'polarity': 'positive'}]"
Great food.,"[{'term': 'food', 'polarity': 'positive'}]"
One of my favorite places in Brooklyn. ,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.","[{'term': 'pastas', 'polarity': 'positive'}, {'term': 'risottos', 'polarity': 'positive'}, {'term': 'sepia', 'polarity': 'positive'}, {'term': 'braised rabbit', 'polarity': 'positive'}]"
